id, Race , Party ,Sex, Age  ,house district, Trial     , LettersSent , 2008_11_04       , 2010_11_02       , 2012_11_06       , 2014_11_04       , 2016_11_08        , 2018_11_06       
5620, W    , DEM   , F      ,43,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5621, W    , DEM   , F      ,34,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
5622, W    , DEM   , F      ,44,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , PROVISIONAL       , IN-PERSON        
5623, O    , DEM   , F      ,25,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5624, W    , DEM   , F      ,31,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5625, W    , DEM   , F      ,49,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
5626, W    , UNA   , F      ,33,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE BY MAIL , DID NOT VOTE     , ABSENTEE BY MAIL  , ABSENTEE BY MAIL 
5627, B    , DEM   , F      ,79,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5628, B    , DEM   , F      ,31,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5629, B    , DEM   , F      ,28,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
5630, W    , DEM   , F      ,37,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
5631, W    , DEM   , F      ,43,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5632, W    , DEM   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , ABSENTEE ONESTOP 
5633, U    , DEM   , F      ,34,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5634, W    , DEM   , F      ,34,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
5635, W    , DEM   , F      ,35,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , DID NOT VOTE     
5636, W    , DEM   , F      ,48,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5637, O    , DEM   , F      ,49,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5638, W    , UNA   , F      ,79,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5639, W    , DEM   , F      ,50,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5640, M    , DEM   , F      ,35,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
5641, W    , DEM   , F      ,37,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5642, W    , DEM   , F      ,42,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5643, W    , DEM   , F      ,36,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5644, W    , DEM   , F      ,39,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5645, B    , DEM   , F      ,59,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
5646, B    , DEM   , F      ,48,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE BY MAIL , ABSENTEE BY MAIL  , DID NOT VOTE     
5647, W    , DEM   , F      ,40,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
5648, B    , UNA   , F      ,30,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
5649, W    , DEM   , F      ,28,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5650, B    , DEM   , F      ,47,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , NOT REGISTERED   , IN-PERSON         , DID NOT VOTE     
5651, B    , DEM   , F      ,57,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5652, B    , DEM   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
5653, B    , DEM   , F      ,31,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5654, A    , DEM   , F      ,41,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5655, W    , DEM   , F      ,55,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
5656, B    , DEM   , F      ,51,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5657, B    , UNA   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE      , DID NOT VOTE     
5658, W    , DEM   , F      ,73,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5659, A    , DEM   , F      ,26,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , ABSENTEE BY MAIL  , DID NOT VOTE     
5660, W    , DEM   , F      ,36,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , IN-PERSON        
5661, O    , DEM   , F      ,41,2, TREATMENT ,3, NOT REGISTERED   , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5662, W    , DEM   , F      ,71,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5663, O    , DEM   , F      ,47,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5664, B    , DEM   , F      ,21,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , IN-PERSON        
5665, B    , DEM   , F      ,37,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5666, A    , DEM   , F      ,42,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5667, W    , UNA   , F      ,21,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , IN-PERSON        
5668, B    , DEM   , F      ,47,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5669, B    , DEM   , F      ,54,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , PROVISIONAL       , IN-PERSON        
5670, B    , UNA   , F      ,35,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5671, W    , DEM   , F      ,74,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5672, W    , DEM   , F      ,34,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE      , DID NOT VOTE     
5673, W    , DEM   , F      ,39,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5674, A    , UNA   , F      ,43,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , DID NOT VOTE     
5675, W    , UNA   , F      ,37,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
5676, B    , DEM   , F      ,40,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5677, B    , DEM   , F      ,28,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5678, B    , DEM   , U      ,38,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , ABSENTEE ONESTOP 
5679, W    , UNA   , F      ,34,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5680, B    , DEM   , F      ,30,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , PROVISIONAL       , IN-PERSON        
5681, B    , DEM   , F      ,51,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE      , ABSENTEE ONESTOP 
5682, W    , DEM   , F      ,46,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5683, W    , DEM   , F      ,52,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
5684, O    , DEM   , F      ,38,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5685, W    , DEM   , F      ,33,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
5686, B    , UNA   , F      ,34,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5687, B    , DEM   , F      ,23,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE      , ABSENTEE ONESTOP 
5688, W    , UNA   , U      ,55,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
5689, A    , UNA   , F      ,50,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5690, O    , UNA   , F      ,37,2, TREATMENT ,3, ABSENTEE BY MAIL , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5691, B    , UNA   , F      ,41,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5692, W    , DEM   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , ABSENTEE ONESTOP 
5693, B    , DEM   , F      ,48,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5694, B    , DEM   , F      ,33,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , PROVISIONAL       , DID NOT VOTE     
5695, O    , UNA   , F      ,37,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5696, W    , DEM   , F      ,60,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5697, B    , DEM   , F      ,38,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE      , ABSENTEE ONESTOP 
5698, W    , DEM   , F      ,40,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5699, W    , DEM   , F      ,35,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
5700, W    , DEM   , F      ,38,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE BY MAIL 
5701, W    , DEM   , F      ,57,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
5702, W    , UNA   , F      ,36,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5703, W    , DEM   , F      ,46,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
5704, B    , DEM   , F      ,54,2, TREATMENT ,3, PROVISIONAL      , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5705, W    , UNA   , F      ,47,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5706, W    , DEM   , F      ,43,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5707, U    , UNA   , F      ,27,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5708, U    , DEM   , U      ,38,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , PROVISIONAL       , DID NOT VOTE     
5709, W    , DEM   , F      ,39,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5710, W    , DEM   , F      ,31,2, TREATMENT ,3, ABSENTEE BY MAIL , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5711, B    , DEM   , F      ,22,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , DID NOT VOTE     
5712, B    , DEM   , F      ,39,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5713, W    , UNA   , F      ,43,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5714, B    , UNA   , F      ,55,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5715, O    , UNA   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , IN-PERSON        
5716, B    , DEM   , F      ,38,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , PROVISIONAL      , DID NOT VOTE     , DID NOT VOTE      , IN-PERSON        
5717, B    , DEM   , F      ,46,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , IN-PERSON        
5718, W    , DEM   , F      ,28,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , ABSENTEE BY MAIL  , ABSENTEE ONESTOP 
5719, W    , DEM   , F      ,37,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5720, W    , DEM   , F      ,74,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , DID NOT VOTE      , DID NOT VOTE     
5721, W    , DEM   , F      ,49,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
5722, W    , DEM   , F      ,36,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , PROVISIONAL       , IN-PERSON        
5723, W    , DEM   , F      ,33,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
5724, U    , DEM   , F      ,80,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , ABSENTEE BY MAIL , DID NOT VOTE     , ABSENTEE BY MAIL  , DID NOT VOTE     
5725, W    , DEM   , F      ,23,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE BY MAIL  , IN-PERSON        
5726, O    , DEM   , F      ,48,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5727, W    , DEM   , F      ,43,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
5728, W    , DEM   , F      ,24,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE BY MAIL , DID NOT VOTE     , ABSENTEE BY MAIL  , IN-PERSON        
5729, U    , UNA   , U      ,24,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
5730, B    , DEM   , F      ,50,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5731, W    , DEM   , F      ,32,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5732, W    , DEM   , F      ,59,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5733, U    , DEM   , F      ,32,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5734, B    , UNA   , F      ,41,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
5735, B    , UNA   , F      ,56,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5736, A    , DEM   , F      ,70,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
5737, U    , DEM   , U      ,23,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE BY MAIL  , ABSENTEE ONESTOP 
5738, W    , DEM   , F      ,32,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
5739, B    , DEM   , F      ,51,2, TREATMENT ,3, DID NOT VOTE     , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5740, B    , DEM   , F      ,58,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
5741, W    , DEM   , F      ,80,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5742, B    , UNA   , F      ,77,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
5743, B    , UNA   , F      ,29,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
5744, B    , DEM   , F      ,73,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
5745, B    , DEM   , F      ,27,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5746, W    , DEM   , F      ,30,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , IN-PERSON        
5747, B    , DEM   , F      ,70,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , ABSENTEE ONESTOP 
5748, B    , DEM   , F      ,65,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
5749, B    , DEM   , F      ,25,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , DID NOT VOTE     
5750, B    , DEM   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
5751, W    , DEM   , F      ,38,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
5752, W    , DEM   , F      ,46,2, TREATMENT ,3, NOT REGISTERED   , IN-PERSON        , IN-PERSON        , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
5753, B    , DEM   , F      ,27,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , PROVISIONAL       , IN-PERSON        
5754, B    , DEM   , F      ,56,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE      , DID NOT VOTE     
5755, U    , UNA   , U      ,58,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
5756, B    , UNA   , F      ,53,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
